Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AvgOrderValue,PurchaseIntensity,ProductDiversity,Customer_active_days,email_click_rate,website_visits,time_on_site,discount_response,LeadScore,LeadScore_Log,LeadScore_Final
12357.0,32,3,18287.66,4,3,5,435,Potential Customer,6095.886666666666,0.09090909090909091,261,355,0.8,13,182,1,718.9090909090909,6.579124941412042,50.637731350745376
12358.0,1,5,3887.07,5,4,5,545,Champion,777.414,2.5,56,730,0.9,14,98,1,365.0,5.902633333401366,37.60084364151191
12359.0,57,10,8935.94,4,5,5,455,Champion,893.594,0.1724137931034483,305,676,1.0,24,240,1,841.7241379310344,6.736639665931675,53.67324835021257
12360.0,51,8,4252.89,4,4,5,445,Champion,531.61125,0.15384615384615385,160,603,0.9,25,350,1,534.5384615384615,6.283272710909848,44.93626770816535
12361.0,286,4,511.25,2,3,2,232,At Risk,127.8125,0.013937282229965157,18,394,0.5,11,154,0,151.13937282229966,5.024797027188499,20.683777390181827
12362.0,2,11,5356.23,5,5,5,555,Champion,486.92999999999995,3.6666666666666665,201,735,1.0,27,378,1,683.6666666666667,6.528932101820394,49.67044896938943
12363.0,109,2,552.0,3,2,2,322,Potential Customer,276.0,0.01818181818181818,23,132,0.4,5,60,0,159.1818181818182,5.076309533697755,21.676491497836693
12364.0,7,4,1313.1,5,3,4,534,Champion,328.275,0.5,70,104,0.7,14,140,1,339.0,5.8289456176102075,36.1807839320586
12365.0,290,2,641.38,2,2,3,223,Potential Customer,320.69,0.006872852233676976,22,0,0.5,7,56,0,159.06872852233676,5.07560327626684,21.66288098336523
12366.0,633,1,500.24,1,1,2,112,Lost Customer,500.24,0.0015772870662460567,3,0,0.3,4,48,0,72.01577287066246,4.290675484530743,6.536284644924634
12367.0,3,1,168.9,5,1,1,511,Champion,168.9,0.25,11,0,0.2,10,90,1,133.5,4.901564199041894,18.30891785960624
12368.0,627,1,917.6999999999999,1,1,3,113,Lost Customer,917.6999999999999,0.0015923566878980893,18,0,0.4,9,54,0,119.01592356687898,4.787624430369317,16.113147871906737
12369.0,412,3,1791.15,1,3,4,134,At Risk,597.0500000000001,0.007263922518159807,90,228,0.7,12,96,0,314.0726392251816,5.752803212956238,34.7134191227539
12370.0,50,7,4320.31,4,4,5,445,Champion,617.1871428571429,0.13725490196078433,168,617,0.9,22,198,1,550.3725490196078,6.312410713200276,45.49779553708959
12371.0,44,5,4067.38,4,4,5,445,Champion,813.476,0.1111111111111111,134,600,0.9,13,169,1,482.1111111111111,6.1802466709048804,42.95081970146879
12372.0,71,3,1298.04,3,3,4,334,Potential Customer,432.68,0.041666666666666664,34,224,0.7,8,56,0,232.41666666666666,5.452825125472108,28.932444761133297
12373.0,310,3,1127.65,2,3,3,233,At Risk,375.8833333333334,0.00964630225080386,36,362,0.6,14,84,0,204.09646302250803,5.323480419793157,26.439801269695145
12374.0,24,4,2989.2200000000003,4,3,5,435,Potential Customer,747.3050000000001,0.16,79,563,0.8,12,60,1,355.6,5.8766147054290405,37.099430279975905
12375.0,10,2,457.5,5,2,2,522,Champion,228.75,0.18181818181818182,14,87,0.4,5,45,1,172.8181818181818,5.158009820812976,23.2509640505198
12376.0,389,2,503.15,2,2,2,222,Potential Customer,251.575,0.005128205128205128,11,28,0.4,11,154,0,120.05128205128206,4.7962142744166405,16.278685523754465
12377.0,314,4,3426.32,2,3,5,235,At Risk,856.58,0.012698412698412698,129,274,0.8,17,187,0,424.1269841269841,6.052387910477854,40.48681233967663
12378.0,129,2,5416.32,3,2,5,325,Potential Customer,2708.16,0.015384615384615385,281,432,0.7,11,66,0,726.1538461538462,6.589138072963848,50.83069763460297
12379.0,81,4,1620.22,3,3,4,334,Potential Customer,405.055,0.04878048780487805,58,452,0.7,13,143,0,280.4878048780488,5.640089124716097,32.54126961751989
12380.0,21,11,9676.300000000001,4,5,5,455,Champion,879.6636363636364,0.5,156,640,1.0,29,203,1,547.0,6.306275286948016,45.37955776125936
12381.0,4,5,1845.31,5,4,4,544,Champion,369.062,1.0,70,115,0.8,12,84,1,361.0,5.8916442118257715,37.38906873949143
12383.0,184,5,1850.56,3,4,4,344,Loyal Customer,370.11199999999997,0.02702702702702703,84,167,0.8,13,91,0,349.27027027027026,5.858705057262041,36.75428768057005
12384.0,28,2,585.27,4,2,2,422,Potential Customer,292.635,0.06896551724137931,26,92,0.4,5,40,1,180.68965517241378,5.202300040222812,24.10449513682743
12385.0,378,1,1938.4,2,1,4,214,Potential Customer,1938.4,0.002638522427440633,65,0,0.5,11,121,0,245.0263852242744,5.505438787189987,29.946379585549852
12386.0,337,2,660.8,2,2,3,223,Potential Customer,330.4,0.005917159763313609,10,29,0.5,8,40,0,135.05917159763314,4.913089876390612,18.531032900781625
12387.0,414,1,143.94,1,1,1,111,Lost Customer,143.94,0.0024096385542168677,9,0,0.2,11,99,0,67.02409638554217,4.219862001016836,5.171615191618001
12388.0,15,8,3901.11,5,4,5,545,Champion,487.63875,0.5,83,566,0.9,21,168,1,399.0,5.991464547107982,39.3127385777604
12389.0,402,3,1433.33,2,3,4,234,At Risk,477.77666666666664,0.007444168734491315,41,253,0.7,12,132,0,231.07444168734492,5.447058189540756,28.82130828098616
12390.0,79,1,549.84,3,1,2,312,Potential Customer,549.84,0.0125,32,0,0.3,11,132,0,160.125,5.082180461259352,21.789632034191104
12391.0,21,6,2773.42,4,4,4,444,Champion,462.2366666666667,0.2727272727272727,241,641,0.8,18,234,1,680.7272727272727,6.524629684503019,49.587535699245805
12392.0,590,1,234.75000000000003,1,1,1,111,Lost Customer,234.75000000000003,0.001692047377326565,7,0,0.2,4,24,0,63.01692047377327,4.159147430819511,4.001565150192481
12393.0,71,6,2399.4500000000003,3,4,4,344,Loyal Customer,399.90833333333336,0.08333333333333333,63,356,0.8,16,176,0,307.83333333333337,5.732801757057305,34.32796462267168
12394.0,63,2,1272.48,3,2,4,324,Potential Customer,636.24,0.03125,26,153,0.6,6,36,0,199.3125,5.299878647114989,25.98496390512096
12395.0,18,15,5067.27,5,5,5,555,Champion,337.81800000000004,0.7894736842105263,145,583,1.0,39,312,1,542.8947368421052,6.298755729680689,45.234645950741026
12396.0,673,1,931.43,1,1,3,113,Lost Customer,931.43,0.001483679525222552,65,0,0.4,11,110,0,213.01483679525222,5.366045343437517,27.26008362550357
12397.0,35,2,2409.9,4,2,4,424,Potential Customer,1204.95,0.05555555555555555,110,99,0.6,12,156,1,382.55555555555554,5.949484474867099,38.50372708175784
12398.0,45,1,1635.6599999999999,4,1,4,414,Potential Customer,1635.6599999999999,0.021739130434782608,85,0,0.5,10,90,1,315.2173913043478,5.756429924225391,34.78331064396404
12399.0,118,7,1962.3,3,4,4,344,Loyal Customer,280.3285714285714,0.058823529411764705,67,525,0.8,17,187,0,315.5882352941177,5.757601987230635,34.80589784771732
12400.0,413,1,205.25,1,1,1,111,Lost Customer,205.25,0.0024154589371980675,11,0,0.2,5,65,0,71.02415458937199,4.27700154316303,6.272769715777579
12401.0,302,1,84.3,2,1,1,211,Potential Customer,84.3,0.0033003300330033004,5,0,0.2,5,45,0,74.03300330033002,4.3179280607497414,7.061477820637766
12402.0,322,6,1256.9,2,4,4,244,Loyal Customer,209.48333333333335,0.018575851393188854,43,347,0.8,16,112,0,252.1857585139319,5.534123442692626,30.499170822481283
12403.0,49,2,1019.36,4,2,3,423,Potential Customer,509.68,0.04,5,471,0.5,9,90,1,155.4,5.052416828111211,21.216047471461373
12404.0,681,1,63.24,1,1,1,111,Lost Customer,63.24,0.001466275659824047,1,0,0.2,6,42,0,51.01466275659824,3.9515256549220696,0.000419021674863623
12405.0,148,1,1710.39,3,1,4,314,Potential Customer,1710.39,0.006711409395973154,54,0,0.5,9,90,0,238.06711409395973,5.476744324619788,29.393399353460147
12406.0,21,5,6390.36,4,4,5,445,Champion,1278.072,0.22727272727272727,114,675,0.9,15,195,1,443.27272727272725,6.0964386244717845,41.33572783995785
12407.0,49,5,1708.1200000000001,4,4,4,444,Champion,341.624,0.1,57,214,0.8,14,140,1,311.0,5.7430031878094825,34.52455968108009
12408.0,32,8,4340.7699999999995,4,4,5,445,Champion,542.5962499999999,0.24242424242424243,104,465,0.9,17,102,1,423.42424242424244,6.050733526748983,40.45493017787909
12409.0,78,7,23419.29,3,4,5,345,Loyal Customer,3345.612857142857,0.08860759493670886,177,486,0.9,21,126,0,552.8860759493671,6.316959026520104,45.5854475483117
12410.0,308,3,1013.71,2,3,3,233,At Risk,337.90333333333336,0.009708737864077669,36,193,0.6,8,64,0,204.09708737864077,5.323483463995739,26.4398599355038
12411.0,409,1,346.9,2,1,2,212,Potential Customer,346.9,0.0024390243902439024,22,0,0.3,9,90,0,125.02439024390245,4.836475461582877,17.054571831745996
12412.0,74,6,2596.93,3,4,4,344,Loyal Customer,432.82166666666666,0.08,82,464,0.8,14,154,0,345.8,5.848748244906387,36.56240674208468
12413.0,66,4,999.45,3,3,3,333,Potential Customer,249.8625,0.05970149253731343,41,335,0.6,12,156,0,229.59701492537314,5.440671662934926,28.698231469350493
12414.0,216,6,952.41,2,4,3,243,Loyal Customer,158.73499999999999,0.027649769585253458,21,246,0.7,15,120,0,191.27649769585253,5.258934428255402,25.19591467332873
12415.0,23,28,144458.37,4,5,5,455,Champion,5159.2275,1.1666666666666667,498,503,1.0,64,704,1,1237.6666666666667,7.12179081126562,61.0956201480931
12416.0,656,1,202.56,1,1,1,111,Lost Customer,202.56,0.0015220700152207,11,0,0.2,3,21,0,71.01522070015221,4.276877495287742,6.270379149210971
12417.0,2,20,6816.91,5,5,5,555,Champion,340.8455,6.666666666666667,270,730,1.0,45,495,1,851.6666666666667,6.748368693470678,53.899282218414044
12418.0,112,4,2021.2,3,3,4,334,Potential Customer,505.3,0.035398230088495575,90,517,0.7,17,85,0,344.3539823008849,5.8445699266712925,36.481885025334115
12419.0,385,2,503.01,2,2,2,222,Potential Customer,251.505,0.0051813471502590676,23,27,0.4,12,120,0,144.05181347150258,4.977091012878108,19.764419419949864
12420.0,63,1,600.39,3,1,2,312,Potential Customer,600.39,0.015625,29,0,0.3,7,77,0,154.15625,5.044432673679546,21.062182259319464
12421.0,15,6,1098.6,5,4,3,543,Champion,183.1,0.375,44,489,0.7,21,105,1,285.75,5.65861075600948,32.89820594090419
12422.0,95,17,5231.8,3,5,5,355,Loyal Customer,307.7529411764706,0.17708333333333334,137,625,1.0,37,370,0,490.77083333333337,6.198012822072497,43.293196923972076
12423.0,0,10,2622.39,5,5,4,554,Champion,262.239,10.0,128,465,0.9,23,230,1,584.0,6.371611847231857,46.63867966261273
12424.0,162,4,3340.03,3,3,5,335,Potential Customer,835.0075,0.024539877300613498,78,385,0.8,11,77,0,337.2453987730062,5.8237716639221775,36.08107500375131
12425.0,77,2,1741.41,3,2,4,324,Potential Customer,870.705,0.02564102564102564,87,370,0.6,9,126,0,321.2564102564103,5.775347533805811,35.14787799248193
12426.0,194,2,1345.21,2,2,4,224,Potential Customer,672.605,0.010256410256410256,73,468,0.6,8,48,0,278.1025641025641,5.631579327539002,32.37727457469536
12427.0,21,3,1129.3,4,3,3,433,Potential Customer,376.43333333333334,0.13636363636363635,26,349,0.6,14,182,1,215.36363636363637,5.37696049386715,27.47043300574048
12428.0,25,9,7956.46,4,5,5,455,Champion,884.0511111111111,0.34615384615384615,258,257,1.0,26,338,1,749.4615384615385,6.620688401874274,51.438714186950385
12429.0,8,8,7485.91,5,4,5,545,Champion,935.73875,0.8888888888888888,124,537,0.9,21,147,1,484.8888888888889,6.185979974076702,43.06130803387224
12430.0,42,1,256.4,4,1,1,411,Potential Customer,256.4,0.023255813953488372,11,0,0.2,4,56,1,116.23255813953489,4.764159638389068,15.660950306490374
12431.0,35,27,10857.97,4,5,5,455,Champion,402.147037037037,0.75,244,658,1.0,62,434,1,725.5,6.588238483010338,50.81336134680667
12432.0,42,5,5059.32,4,4,5,445,Champion,1011.8639999999999,0.11627906976744186,107,129,0.9,13,130,1,428.1627906976744,6.061836312444939,40.66889553777986
12433.0,0,10,20581.26,5,5,5,555,Champion,2058.1259999999997,10.0,285,476,1.0,27,297,1,915.0,6.82001636467413,55.280027571418834
12434.0,84,3,1103.43,3,3,3,333,Potential Customer,367.81,0.03529411764705882,62,296,0.6,7,49,0,271.3529411764706,5.607098803024064,31.905502500385545
12435.0,79,6,13925.93,3,4,5,345,Loyal Customer,2320.9883333333332,0.075,88,657,0.9,16,128,0,374.75,5.928924028633084,38.107500098849926
12436.0,99,1,509.01,3,1,2,312,Potential Customer,509.01,0.01,16,0,0.3,8,80,0,128.1,4.860587297852597,17.519238796109576
12437.0,1,39,12683.4,5,5,5,555,Champion,325.2153846153846,19.5,273,735,1.0,79,948,1,986.0,6.894670039433482,56.71870258733115
12438.0,13,2,2906.85,5,2,4,524,Champion,1453.425,0.14285714285714285,84,125,0.6,8,56,1,346.42857142857144,5.850559094030745,36.59730419892385
12439.0,682,2,1158.18,1,2,3,123,Lost Customer,579.09,0.0029282576866764276,69,43,0.5,10,60,0,238.02928257686676,5.476586065668517,29.390349494227202
12440.0,461,2,859.2,1,2,3,123,Lost Customer,429.6,0.004329004329004329,21,255,0.5,13,91,0,142.04329004329003,4.963147312022615,19.495705868810976
12441.0,366,1,347.1,2,1,2,212,Potential Customer,347.1,0.0027247956403269754,11,0,0.3,5,70,0,103.02724795640327,4.644652864406277,13.35789676605118
12442.0,2,1,172.06,5,1,1,511,Champion,172.06,0.3333333333333333,12,0,0.2,10,100,1,136.33333333333331,4.922411060681417,18.710664446062193
12443.0,731,1,485.31,1,1,2,112,Lost Customer,485.31,0.001366120218579235,21,0,0.3,5,70,0,108.0136612021858,4.691473206505873,14.26018666179028
12444.0,20,5,5005.46,4,4,5,445,Champion,1001.092,0.23809523809523808,138,149,0.9,13,91,1,491.3809523809524,6.199252710338997,43.31709121018488
12445.0,21,2,434.98,4,2,2,422,Potential Customer,217.49,0.09090909090909091,24,398,0.4,9,126,1,176.9090909090909,5.1812726945977055,23.69927038534252
12446.0,57,1,1002.3100000000001,4,1,3,413,Potential Customer,1002.3100000000001,0.017241379310344827,57,0,0.4,9,117,1,242.17241379310343,5.493770713531287,29.721520379211952
12447.0,242,1,476.49,2,1,2,212,Potential Customer,476.49,0.00411522633744856,26,0,0.3,8,72,0,133.0411522633745,4.898146859246474,18.243061203515268
12448.0,43,1,449.45,4,1,2,412,Potential Customer,449.45,0.022727272727272728,22,0,0.3,6,48,1,155.22727272727275,5.051311823491518,21.19475257145887
12449.0,21,6,4835.89,4,4,5,445,Champion,805.9816666666667,0.2727272727272727,125,416,0.9,21,273,1,465.72727272727275,6.145745088632715,42.28592859484327
12450.0,155,5,688.2,3,4,3,343,Loyal Customer,137.64000000000001,0.03205128205128205,31,318,0.7,12,96,0,226.32051282051282,5.426360972367397,28.422445541245512
12451.0,10,8,12669.88,5,4,5,545,Champion,1583.735,0.7272727272727273,352,518,0.9,24,312,1,939.2727272727273,6.846169968579433,55.78404209764165
12452.0,16,2,430.57,5,2,2,522,Champion,215.285,0.11764705882352941,21,0,0.4,7,49,1,186.1764705882353,5.232051864841516,24.677852133582267
12453.0,133,1,707.09,3,1,3,313,Potential Customer,707.09,0.007462686567164179,43,0,0.4,6,66,0,199.07462686567163,5.298690431279094,25.9620654149646
12454.0,55,5,16679.78,4,4,5,445,Champion,3335.9559999999997,0.08928571428571429,24,364,0.9,11,132,1,261.8928571428571,5.571746561883502,31.22421807266803
12455.0,72,10,5879.95,3,5,5,355,Loyal Customer,587.995,0.136986301369863,199,648,1.0,21,147,0,614.3698630136986,6.4222234903103494,47.61403294088089
12456.0,43,3,3181.04,4,3,5,435,Potential Customer,1060.3466666666666,0.06818181818181818,105,210,0.8,12,84,1,406.6818181818182,6.010487012759687,39.67932664140733
12457.0,65,8,2995.91,3,4,5,345,Loyal Customer,374.48875,0.12121212121212122,63,368,0.9,22,198,0,325.21212121212125,5.787547848331983,35.38299418403789
12458.0,70,4,1777.49,3,3,4,334,Potential Customer,444.3725,0.056338028169014086,71,416,0.7,11,55,0,306.5633802816901,5.728681180745052,34.2485556691177
12459.0,604,1,454.36,1,1,2,112,Lost Customer,454.36,0.001652892561983471,23,0,0.3,4,24,0,112.01652892561984,4.727534081693441,14.95512740451356
12460.0,455,1,326.65,1,1,2,112,Lost Customer,326.65,0.0021929824561403508,18,0,0.3,7,77,0,102.0219298245614,4.634941876485395,13.170753189440449
12461.0,93,2,826.88,3,2,3,323,Potential Customer,413.44,0.02127659574468085,35,60,0.5,13,156,0,200.2127659574468,5.304362885305453,26.07138110388334
12462.0,18,2,1189.59,5,2,3,523,Champion,594.795,0.10526315789473684,51,284,0.5,11,66,1,263.0526315789474,5.576148445317813,31.30904818639406
12463.0,52,4,1344.78,4,3,4,434,Potential Customer,336.195,0.07547169811320754,65,188,0.7,9,90,1,309.7547169811321,5.739003909619564,34.44748830271773
12464.0,9,8,1212.05,5,4,3,543,Champion,151.50625,0.8,6,299,0.7,17,187,1,214.0,5.3706380281276624,27.348590731697254
12465.0,16,2,742.1899999999999,5,2,3,523,Champion,371.09499999999997,0.11764705882352941,46,152,0.5,5,35,1,253.1764705882353,5.538028791875717,30.574432064693912
12466.0,681,1,56.73,1,1,1,111,Lost Customer,56.73,0.001466275659824047,1,0,0.2,8,112,0,51.01466275659824,3.9515256549220696,0.000419021674863623
12467.0,422,1,132.8,1,1,1,111,Lost Customer,132.8,0.002364066193853428,9,0,0.2,7,91,0,67.02364066193854,4.219855301550701,5.171486084047873
12468.0,187,5,3670.74,3,4,5,345,Loyal Customer,734.1479999999999,0.026595744680851064,127,495,0.9,13,78,0,452.2659574468085,6.116479055737355,41.721933446886425
12469.0,522,2,3070.54,1,2,5,125,Lost Customer,1535.27,0.0038240917782026767,76,14,0.7,13,130,0,286.03824091778205,5.6596154504994445,32.91756773208186
12470.0,689,1,211.95,1,1,1,111,Lost Customer,211.95,0.0014492753623188406,23,0,0.2,10,90,0,95.01449275362319,4.564499146257163,11.813228642139949
12471.0,1,79,39963.79,5,5,5,555,Champion,505.8707594936709,39.5,255,730,1.0,163,1467,1,1150.0,7.048386408721883,59.681020259499995
12472.0,31,19,17880.59,4,5,5,455,Champion,941.0836842105264,0.59375,397,693,1.0,45,540,1,1029.9375,6.938223861422901,57.55804232172005
12473.0,28,5,3938.5499999999997,4,4,5,445,Champion,787.7099999999999,0.1724137931034483,140,162,0.9,17,153,1,494.7241379310345,6.206019598476921,43.4474980914387
12474.0,16,31,12424.45,5,5,5,555,Champion,400.7887096774194,1.8235294117647058,369,649,1.0,69,414,1,1001.2352941176471,6.9099880785465695,57.013901453774174
12475.0,53,2,1149.64,4,2,3,423,Potential Customer,574.82,0.037037037037037035,54,356,0.5,7,42,1,253.37037037037038,5.5387913560130375,30.58912768384368
12476.0,15,23,14115.41,5,5,5,555,Champion,613.7134782608696,1.4375,358,486,1.0,48,672,1,975.375,6.883846733930461,56.51012318026276
12477.0,22,9,20276.37,4,5,5,455,Champion,2252.93,0.391304347826087,295,600,1.0,24,144,1,823.9130434782609,6.715277978934984,53.261580398448025
12478.0,3,1,680.99,5,1,3,513,Champion,680.99,0.25,36,0,0.4,10,70,1,217.5,5.3867860145356445,27.65978377982708
12479.0,10,1,527.2,5,1,2,512,Champion,527.2,0.09090909090909091,31,0,0.3,8,40,1,188.9090909090909,5.246545488758195,24.957163429190572
12480.0,27,7,5464.85,4,4,5,445,Champion,780.6928571428572,0.25,177,479,0.9,16,192,1,569.5,6.34651316930213,46.15499495470887
12481.0,22,15,12361.39,4,5,5,455,Champion,824.0926666666667,0.6521739130434783,248,584,1.0,39,390,1,732.5217391304348,6.597857234676825,50.99872740884511
12482.0,575,29,23691.4,1,5,5,155,Loyal Customer,816.944827586207,0.050347222222222224,42,77,1.0,61,549,0,269.50347222222223,5.600284934515509,31.774190245274596
12483.0,16,19,5120.58,5,5,5,555,Champion,269.5042105263158,1.1176470588235294,68,660,1.0,41,328,1,392.1764705882353,5.974258545659068,38.98115618093803
12484.0,32,12,6370.15,4,5,5,455,Champion,530.8458333333333,0.36363636363636365,329,648,1.0,33,363,1,891.6363636363636,6.79417929037092,54.78211298912773
12485.0,528,1,708.1,1,1,3,113,Lost Customer,708.1,0.001890359168241966,34,0,0.4,6,60,0,151.01890359168243,5.0240048788482525,20.668511644326948
12486.0,431,1,1037.28,1,1,3,113,Lost Customer,1037.28,0.0023148148148148147,49,0,0.4,6,54,0,181.02314814814815,5.204133866616322,24.139835396022555
12487.0,730,1,285.29999999999995,1,1,1,111,Lost Customer,285.29999999999995,0.0013679890560875513,2,0,0.2,9,99,0,53.01367989056087,3.989237345788,0.7271731651448926
12488.0,9,3,1298.66,5,3,4,534,Champion,432.8866666666667,0.3,46,65,0.7,8,40,1,289.0,5.66988092298052,33.115396959278854
12489.0,335,1,334.93,2,1,2,212,Potential Customer,334.93,0.002976190476190476,15,0,0.3,4,28,0,111.0297619047619,4.718764567287305,14.786127267300492
12490.0,4,21,9823.64,5,5,5,555,Champion,467.79238095238094,4.2,195,733,1.0,51,306,1,677.0,6.519147287940395,49.48188266893758
12491.0,38,1,460.40000000000003,4,1,2,412,Potential Customer,460.40000000000003,0.02564102564102564,25,0,0.3,11,77,1,161.25641025641028,5.089177863317843,21.92448122346807
12492.0,62,3,715.21,3,3,3,333,Potential Customer,238.40333333333334,0.047619047619047616,38,340,0.6,14,126,0,223.47619047619048,5.413769645772653,28.179794030151868
12493.0,165,2,433.74,3,2,2,322,Potential Customer,216.87,0.012048192771084338,20,31,0.4,10,100,0,153.12048192771084,5.037734646717192,20.933102423963614
12494.0,15,9,1872.8700000000001,5,5,4,554,Champion,208.0966666666667,0.5625,83,560,0.9,25,225,1,399.625,5.993025827674934,39.342826518531496
12495.0,640,1,357.4,1,1,2,112,Lost Customer,357.4,0.0015600624024961,17,0,0.3,6,54,0,100.01560062402496,4.6152749665373,12.791745832150555
12496.0,619,2,54.09,1,2,1,121,Lost Customer,27.045,0.0032258064516129032,10,0,0.3,6,66,0,86.03225806451613,4.466278832282555,9.920393329935429
12497.0,81,3,6248.5,3,3,5,335,Potential Customer,2082.8333333333335,0.036585365853658534,41,563,0.8,9,108,0,263.3658536585366,5.5773339531114425,31.331894488995538
12498.0,20,3,403.70000000000005,4,3,2,432,Potential Customer,134.5666666666667,0.14285714285714285,21,36,0.5,14,154,1,188.42857142857142,5.244012021690494,24.908340169174412
12499.0,559,1,393.72,1,1,2,112,Lost Customer,393.72,0.0017857142857142857,27,0,0.3,6,30,0,120.01785714285714,4.795938114400964,16.273363555127624
12500.0,22,19,5955.21,4,5,5,455,Champion,313.4321052631579,0.8260869565217391,88,650,1.0,45,540,1,414.2608695652174,6.028906924105588,40.034302686914685
12501.0,336,1,2169.39,2,1,4,214,Potential Customer,2169.39,0.002967359050445104,149,0,0.5,7,91,0,413.02967359050444,6.025937646596143,39.97708078347967
12502.0,95,5,3723.87,3,4,5,345,Loyal Customer,744.774,0.052083333333333336,102,214,0.9,19,133,0,402.52083333333337,6.000228117934348,39.48162417433302
12503.0,583,1,1126.0,1,1,3,113,Lost Customer,1126.0,0.0017123287671232876,2,0,0.4,6,60,0,87.01712328767124,4.477531378363872,10.137244770467694
12504.0,17,4,779.05,5,3,3,533,Champion,194.7625,0.2222222222222222,11,578,0.6,15,195,1,201.22222222222223,5.309367202734622,26.167820917197925
12505.0,408,1,955.2,2,1,3,213,Potential Customer,955.2,0.0024449877750611247,42,0,0.4,5,30,0,182.0244498777506,5.209619749806297,24.24555561824968
12506.0,232,1,73.5,2,1,1,211,Potential Customer,73.5,0.004291845493562232,23,0,0.2,6,48,0,110.04291845493563,4.709916779328591,14.615618695239906
12507.0,133,4,1844.06,3,3,4,334,Potential Customer,461.015,0.029850746268656716,46,450,0.7,10,60,0,256.29850746268653,5.550236918504012,30.809698805786557
12508.0,25,2,398.27,4,2,2,422,Potential Customer,199.135,0.07692307692307693,57,2,0.4,9,72,1,242.76923076923077,5.496222002229384,29.76875995339378
12509.0,283,1,176.5,2,1,1,211,Potential Customer,176.5,0.0035211267605633804,7,0,0.2,6,48,0,78.03521126760563,4.369893465414995,8.062919874557663
12510.0,142,9,5178.02,3,5,5,355,Loyal Customer,575.3355555555556,0.06293706293706294,94,592,1.0,22,110,0,403.62937062937067,6.002971513867084,39.53449304113568
12511.0,428,1,3084.02,1,1,5,115,Lost Customer,3084.02,0.002331002331002331,190,0,0.6,7,35,0,497.02331002331005,6.21064688320495,43.53667198610882
12512.0,65,2,138.03,3,2,1,321,Potential Customer,69.015,0.030303030303030304,31,0,0.3,10,70,0,158.3030303030303,5.070808239352968,21.5704742822805
12513.0,112,1,612.29,3,1,2,312,Potential Customer,612.29,0.008849557522123894,35,0,0.3,8,112,0,166.08849557522126,5.118523585686192,22.490012092930776
12514.0,266,2,1597.76,2,2,4,224,Potential Customer,798.88,0.00749063670411985,76,374,0.6,6,84,0,284.0749063670412,5.652751975093105,32.78529948646289
12515.0,352,1,383.7,2,1,2,212,Potential Customer,383.7,0.0028328611898017,16,0,0.3,10,120,0,113.02832861189802,4.736446914119927,15.126889469466603
12516.0,77,4,2648.62,3,3,4,334,Potential Customer,662.155,0.05128205128205128,49,521,0.7,15,120,0,262.51282051282055,5.574102021495427,31.26961089365897
12517.0,27,5,2502.84,4,4,4,444,Champion,500.56800000000004,0.17857142857142858,232,161,0.8,19,190,1,661.7857142857142,6.4964517317379205,49.04450929400343
12518.0,0,5,2056.89,5,4,4,544,Champion,411.378,5.0,84,109,0.8,18,216,1,429.0,6.063785208687608,40.70645334510778
12519.0,63,2,726.54,3,2,3,323,Potential Customer,363.27,0.03125,34,413,0.5,7,91,0,198.3125,5.294873944770276,25.888516673974927
